J.uAcm2_0.63_initialCA,¦Ö,Ne,r£¨2+£©,VNe,Mn,Ni,Mg,Ca,Fe,La,Y,In
815.3328571,1.68,41.8,0.946,5.4,0,0.2,0,0,0.2,0.2,0,0.4
1495.32381,1.722,23.7,0.616,7.3,0.1,0.3,0.2,0,0.4,0,0,0
1093.18381,1.192,26.8,0.882,3.2,0.2,0,0.2,0.4,0,0.2,0,0
1280.804762,1.579,20.8,0.64,6,0,0.5,0.4,0.1,0,0,0,0
1198.214286,1.584,23.3,0.68,6.1,0.1,0,0.1,0.2,0.6,0,0,0
824.8280952,1.676,29,0.784,7.4,0.2,0.3,0,0,0.3,0,0.2,0
1372.352381,1.817,29.3,0.717,8.5,0.2,0.6,0,0,0.1,0,0,0.1
395.0978571,1.629,33.4,0.823,3.8,0.1,0.1,0.3,0,0,0,0,0.5
1374.161905,1.572,26.9,0.754,6.1,0.3,0,0.1,0,0.4,0,0.2,0
2432.995238,1.503,22.1,0.654,5.7,0.5,0,0.2,0.1,0.2,0,0,0
1194.857143,1.469,21.3,0.628,4.5,0,0.3,0.6,0,0,0.1,0,0
476.8561905,1.441,27.1,0.844,5.5,0,0.2,0,0.4,0.3,0.1,0,0
1333.72381,1.592,31.8,0.819,5.4,0.5,0,0,0.1,0.1,0,0,0.3
1029.29619,1.643,27.1,0.795,7.3,0,0.5,0,0.2,0.2,0,0.1,0
1229.059524,1.63,25.1,0.741,6.9,0,0.6,0.2,0.1,0,0,0.1,0
1880.738095,1.689,26.6,0.663,6.6,0.3,0,0.1,0,0.5,0,0,0.1
1323.57619,1.519,34.1,0.833,6.1,0.6,0.1,0,0,0,0.2,0,0.1
1482.746429,1.377,34.2,0.918,5.4,0.3,0.2,0,0.2,0,0.3,0,0
596.4857143,1.328,34.7,1.139,4.1,0,0.1,0,0.1,0.1,0,0.7,0
765.8138095,1.551,27.1,0.715,3.9,0.2,0,0.4,0,0.1,0,0,0.3
994.8428571,1.342,19.4,0.675,3.6,0.3,0,0.5,0.1,0,0,0.1,0
969.9214286,1.623,28.7,0.784,7.1,0,0.4,0,0.2,0.3,0.1,0,0
763.2138095,1.46,28.1,0.74,5.3,0.3,0.2,0.3,0,0,0.2,0,0
1392.233333,1.619,26.5,0.771,6.7,0,0.2,0,0.2,0.5,0,0.1,0
2085.511905,1.685,27,0.697,7.2,0.3,0,0,0,0.6,0,0.1,0
1063.357857,1.502,24.3,0.8,6.3,0.1,0.4,0,0.4,0.1,0,0,0
433.8104762,1.267,34.7,0.906,3.9,0.3,0,0.2,0.1,0,0.4,0,0
933.2004762,1.598,45.8,1.036,3.8,0.2,0,0,0,0,0.2,0,0.6
1863.719048,1.603,25.4,0.708,7.4,0.6,0.3,0,0.1,0,0,0,0
2178.857143,1.65,23.1,0.612,6.7,0.3,0.1,0.2,0,0.4,0,0,0
1475.647619,1.529,24.7,0.774,6.7,0.3,0.4,0,0.3,0,0,0,0
728.392619,1.579,35.7,0.844,6.9,0.2,0.3,0,0,0.2,0.3,0,0
1314.409524,1.381,24.7,0.843,4.9,0.2,0,0,0.4,0.3,0,0.1,0
1289.795238,1.668,30.4,0.756,6.8,0.6,0.2,0,0,0,0,0,0.2
1055.945238,1.444,27.7,0.724,4.9,0.3,0,0.3,0,0.2,0.2,0,0
2125.314286,1.559,22.3,0.642,5.9,0.3,0,0.2,0.1,0.4,0,0,0
1484.538095,1.576,27.3,0.71,5.3,0.5,0,0.2,0,0.1,0,0,0.2
1192.604762,1.167,37.4,0.998,3,0.1,0,0.2,0.2,0,0.5,0,0
1138.808571,1.615,36,0.846,7.2,0.1,0.4,0,0,0.2,0.3,0,0
637.1414286,1.425,28.5,0.905,5.1,0.2,0,0,0.2,0.3,0,0.3,0
642.1490476,1.343,25.1,0.901,4.3,0,0.2,0,0.6,0.1,0,0,0.1
858.72,1.641,25.9,0.68,6.7,0,0.5,0.3,0,0.1,0.1,0,0
609.2938095,1.621,36.6,0.914,3.4,0,0.1,0.2,0.1,0,0,0,0.6
993.9638095,1.464,26.1,0.795,5.3,0.4,0,0,0.3,0.2,0,0,0.1
988.4614286,1.492,26.2,0.789,5.4,0.3,0,0,0.3,0.3,0,0,0.1
1456.905714,1.501,27.9,0.832,6.3,0.5,0.2,0,0.1,0,0,0.2,0
651.5395238,1.597,26.1,0.664,6.1,0.2,0,0.2,0,0.5,0.1,0,0
1187.62381,1.535,23.7,0.729,5.3,0,0.4,0.3,0.2,0,0,0,0.1
773.6961905,1.668,33,0.794,7.8,0.2,0.5,0,0,0.1,0.2,0,0
1208.119048,1.626,21.8,0.594,6.2,0.2,0.1,0.3,0,0.4,0,0,0
565.3815,1.258,30.7,0.898,3.5,0,0,0.2,0.3,0.2,0.3,0,0
2345.966667,1.508,25.8,0.764,5.8,0.4,0.2,0.2,0,0,0,0.2,0
1549.880952,1.362,28.6,0.857,5.2,0.6,0,0,0.2,0,0.1,0.1,0
513.79,1.661,35.1,0.935,6.1,0,0.3,0,0,0.2,0,0.3,0.2
843.8209524,1.278,33.2,0.94,4.4,0.3,0,0,0.3,0.1,0.3,0,0
1363.566667,1.248,30.6,1.075,3.6,0.1,0,0,0.3,0.1,0,0.5,0
1144.809524,1.291,36,0.924,4.4,0.4,0,0.1,0.1,0,0.4,0,0
787.6971429,1.291,26.2,0.9,3.4,0.2,0,0.3,0.1,0,0,0.4,0
849.5666667,1.636,25.6,0.68,5.2,0,0.3,0.4,0,0.1,0,0,0.2
714.9095238,1.569,31.8,0.803,3,0.1,0,0.4,0,0,0,0,0.5
3164.642857,1.529,22.8,0.661,5.4,0.3,0,0.3,0,0.3,0,0.1,0
1044.375238,1.323,33.6,1.087,3.8,0.1,0,0.1,0,0.1,0,0.7,0
695.6195238,1.319,18.6,0.667,2.6,0.1,0,0.6,0.2,0,0,0,0.1
1072.984762,1.555,35.1,0.82,6.3,0.2,0,0,0,0.5,0.3,0,0
925.8719048,1.448,25.8,0.706,4.6,0,0.3,0.5,0,0,0.2,0,0
1016.937619,1.234,43.6,1.09,4,0,0.1,0,0.2,0.1,0.6,0,0
1355.328571,1.547,25.9,0.767,6.1,0.2,0,0,0.2,0.5,0,0.1,0
529.7785714,1.169,20.3,0.87,3.1,0.1,0,0.1,0.7,0.1,0,0,0
1522.809524,1.603,28.7,0.813,6.1,0,0.1,0.1,0,0.5,0,0.3,0
1382.561905,1.834,26.7,0.648,8.7,0.1,0.4,0,0,0.5,0,0,0
1664.070238,1.41,27.1,0.862,5.5,0.5,0.1,0,0.2,0,0,0.2,0
2899.9,1.496,29.1,0.736,5.5,0.3,0,0.2,0,0.3,0.2,0,0
1345.552381,1.517,31.3,0.798,6.1,0.3,0,0,0.1,0.4,0.2,0,0
888.69,1.696,30.5,0.75,6.9,0.5,0.2,0,0,0.1,0,0,0.2
662.6395238,1.587,27.7,0.788,6.9,0,0.6,0.1,0.2,0,0.1,0,0
1006.511429,1.522,24.2,0.786,6.2,0,0.3,0,0.4,0.3,0,0,0
2354.238095,1.651,27.3,0.803,7.5,0,0.6,0,0.2,0.1,0,0.1,0
1633.995238,1.552,26,0.692,4.8,0.4,0,0.3,0,0.1,0,0,0.2
491.4566667,1.65,32.2,0.786,4.6,0.2,0,0.2,0,0.2,0,0,0.4
493.307619,1.816,31.1,0.734,7.5,0.1,0.3,0,0,0.4,0,0,0.2
2320.480952,1.602,26.4,0.735,6.6,0.3,0,0,0.1,0.5,0,0.1,0
2285.357143,1.301,17.3,0.678,3.3,0.1,0.1,0.5,0.3,0,0,0,0
1139.45881,1.364,26.2,0.718,4.2,0.4,0,0.4,0,0,0.2,0,0
1819.898333,1.358,35.5,0.876,4.7,0.3,0.1,0.2,0,0,0.4,0,0
1502.238095,1.403,26.6,0.874,5,0.2,0,0,0.3,0.3,0,0.2,0
1091.300952,1.329,17.4,0.672,3.4,0,0.1,0.5,0.3,0.1,0,0,0
3472.340476,1.63,23.2,0.626,6.8,0.4,0.2,0.2,0,0.2,0,0,0
1385.666667,1.444,30.6,0.986,5.4,0,0.3,0,0.2,0.1,0,0.4,0
603.9533333,1.237,23.6,0.822,3.6,0.3,0,0.2,0.4,0,0.1,0,0
1875.733333,1.35,30.4,0.854,5.2,0.6,0,0,0.2,0,0.2,0,0
2072.814286,1.519,31,0.94,5.8,0,0.2,0,0.1,0.3,0,0.4,0
1073.780952,1.39,41.1,0.986,5.1,0,0.1,0,0.1,0.3,0.5,0,0
847.8133333,1.194,21.3,0.857,3.1,0.2,0,0.2,0.5,0,0,0.1,0
768.1157143,1.37,37.8,0.91,5.4,0.6,0,0,0,0,0.4,0,0
1073.510238,1.383,23.4,0.836,5.4,0.2,0.3,0,0.5,0,0,0,0
253.8171952,1.236,40.4,0.97,3.2,0,0,0.3,0,0.1,0.6,0,0
507.3814286,1.667,28.9,0.723,4.9,0,0.1,0.3,0,0.3,0,0,0.3
1521.329762,1.549,32.1,0.83,6.9,0.3,0.4,0,0.1,0,0.2,0,0
1811.4,1.408,25.9,0.807,5.1,0.6,0,0,0.3,0,0,0,0.1
1620.540476,1.12,24.7,0.954,3.1,0.2,0,0,0.7,0,0.1,0,0
1212.692857,1.625,27.3,0.739,7.5,0.6,0.3,0,0,0,0,0.1,0
2002.338095,1.369,26.5,0.84,4.9,0.2,0,0,0.4,0.3,0.1,0,0
594.7566667,1.768,39.4,0.938,5.6,0,0.3,0,0,0.1,0,0.1,0.5
1485.685714,1.564,30.9,0.773,6.5,0.7,0.1,0,0,0,0.1,0,0.1
627.22,1.418,37.1,0.896,5.5,0.3,0.2,0.1,0,0,0.4,0,0
318.8171429,1.69,37.2,0.852,6.4,0,0.2,0,0,0.4,0.2,0,0.2
300.4047619,1.415,31.3,0.8,4.9,0.2,0.2,0.3,0,0,0.3,0,0
701.5616667,1.488,22.3,0.646,3.5,0.1,0.1,0.6,0,0,0,0,0.2
1397.766667,1.514,18.1,0.568,4.9,0.1,0.3,0.6,0,0,0,0,0
694.4328571,1.669,35.8,0.851,4.6,0.3,0,0.1,0,0.1,0,0,0.5
1091.442857,1.386,27.4,0.806,4.6,0,0.3,0.3,0.2,0,0.2,0,0
545.6490476,1.64,30.2,0.757,6.8,0.2,0,0,0,0.6,0.1,0.1,0
361.9723048,1.309,37.3,0.904,3.7,0,0,0.3,0,0.2,0.5,0,0
2190.433333,1.396,28.7,0.891,5.3,0.6,0,0,0.1,0,0,0.3,0
1016.625714,1.454,28.3,0.868,4.7,0.1,0,0.2,0,0.3,0,0.4,0
601.2057143,1.339,14.4,0.56,2.8,0,0.1,0.8,0.1,0,0,0,0
555.8747619,1.587,30.8,0.816,4,0,0.2,0.3,0.1,0,0,0,0.4
1557.87619,1.797,28.6,0.741,8.8,0.1,0.7,0,0,0.1,0,0.1,0
445.1980952,1.03,31.1,1.074,2.3,0,0,0,0.7,0,0.3,0,0
1671.617381,1.577,24.7,0.703,6.5,0.4,0.3,0.2,0,0,0,0.1,0
1162.361905,1.443,17.2,0.584,4,0,0.1,0.6,0.1,0.2,0,0,0
753.4711905,1.331,30.2,0.888,5,0.4,0.1,0,0.3,0,0.2,0,0
161.4128571,1.794,35.2,0.86,7,0,0.5,0,0,0.1,0,0.1,0.3
1293.262857,1.713,27.1,0.691,7.3,0.2,0,0,0,0.7,0,0.1,0
768.2185714,1.539,33.2,0.829,6.2,0.3,0,0,0,0.4,0.2,0.1,0
2037.780952,1.429,27.3,0.828,5.7,0.7,0,0,0.1,0,0,0.2,0
969.35,1.379,22,0.804,4.8,0,0.2,0.1,0.5,0.2,0,0,0
948.3254762,1.341,33.9,0.916,5.1,0.4,0.1,0,0.2,0,0.3,0,0
755.4907857,1.206,36,1.026,3.6,0,0,0,0.4,0.2,0.4,0,0
1744.914286,1.568,35.7,0.886,6.9,0,0.5,0,0.1,0.1,0.3,0,0
1131.695238,1.734,23.4,0.594,7,0,0.1,0.2,0,0.7,0,0,0
669.6038095,1.614,32.1,0.87,5.9,0.1,0,0,0,0.5,0,0.3,0.1
463.8842857,1.489,42.1,0.964,6.1,0,0.3,0,0,0.2,0.5,0,0
1175.661905,1.285,30.6,1.046,3.4,0,0.1,0.2,0.1,0,0,0.6,0
1626.904762,1.376,23.7,0.778,4.5,0,0.3,0.3,0.3,0,0.1,0,0
1521.847619,1.594,19.6,0.574,5.6,0,0.3,0.5,0,0.2,0,0,0
1107.602619,1.46,25.8,0.835,6,0.3,0.3,0,0.3,0,0,0.1,0
819.9440476,1.353,41.1,0.964,5.1,0.4,0,0,0,0.1,0.5,0,0
399.9857143,1.17,20,0.839,2.6,0.1,0,0.3,0.5,0,0,0.1,0
936.93,1.394,34.3,0.954,5.5,0,0.4,0,0.3,0,0.3,0,0
1272.171429,1.517,23.1,0.683,5.7,0.4,0.2,0.3,0,0,0,0.1,0
1281.042857,1.433,18.4,0.579,3.2,0.1,0,0.7,0,0.1,0,0,0.1
693.3109524,1.647,36.5,0.929,4.5,0,0.1,0,0.2,0.2,0,0,0.5
1085.887857,1.363,30.1,0.954,4.9,0.5,0,0,0.1,0,0,0.4,0
1388.492857,1.741,28,0.675,7.2,0.3,0,0,0,0.6,0,0,0.1
1530.833333,1.7,32.6,0.758,7.4,0,0.2,0,0,0.6,0.2,0,0
1445.326667,1.386,25.1,0.901,5.3,0,0.4,0,0.5,0,0,0.1,0
1364.973333,1.688,32.9,0.78,7.7,0.1,0.4,0,0,0.3,0.2,0,0
1180.912857,1.502,30.2,0.91,5.8,0.2,0.3,0.1,0,0,0,0.4,0
2176.511905,1.657,26.9,0.703,7.1,0.4,0,0,0,0.5,0,0.1,0
976.8714286,1.364,43.8,1.018,5,0,0.3,0.1,0,0,0.6,0,0
785.7261905,1.29,45.6,1.155,4.2,0,0.1,0,0,0.1,0.5,0.3,0
984.8633333,1.692,38.2,0.892,4.2,0.2,0,0.1,0,0.1,0,0,0.6
1444.503333,1.471,34.8,0.838,6,0.5,0,0,0,0.2,0.3,0,0
505.7628571,1.627,30,0.831,6.6,0.1,0.1,0,0,0.5,0,0.3,0
1447.77619,1.439,31,0.856,5.8,0.7,0,0,0,0,0.1,0.2,0
959.2814286,1.44,20.7,0.684,5.1,0.3,0.2,0.3,0.2,0,0,0,0
1306.861905,1.56,32.1,0.788,6.9,0.5,0.2,0,0,0.1,0.2,0,0
1037.210952,1.357,39.9,0.94,4.7,0.2,0,0.1,0,0.2,0.5,0,0
1529.466667,1.423,23.2,0.808,5.2,0,0.1,0,0.5,0.4,0,0,0
1546.580952,1.538,24.6,0.802,6.6,0,0.5,0,0.4,0.1,0,0,0
494.2757143,1.462,24.2,0.748,3.8,0,0.2,0.4,0.2,0,0,0,0.2
583.9014286,1.568,42.1,0.955,4.9,0.1,0,0,0,0.3,0.3,0,0.3
923.0014286,1.294,16.8,0.639,2.6,0.1,0,0.7,0.1,0,0,0.1,0
1066.045,1.716,29.7,0.742,6.9,0.3,0.4,0.1,0,0,0,0,0.2
1017.360476,1.819,27.2,0.72,9.2,0,0.9,0,0.1,0,0,0,0
980.2742857,1.72,38.3,0.886,4.3,0.1,0,0.1,0,0.2,0,0,0.6
1477.552381,1.673,29.2,0.834,7.6,0,0.6,0,0.1,0.1,0,0.2,0
1363.011667,1.422,31,0.858,5.8,0.4,0.2,0,0.2,0,0.2,0,0
613.3328571,1.62,30.4,0.758,6.8,0,0.5,0.2,0,0.1,0.2,0,0
1309.315952,1.441,20.4,0.704,4.8,0,0.2,0.3,0.3,0.2,0,0,0
1353.180952,1.749,28.2,0.683,7.4,0.3,0.1,0,0,0.5,0,0,0.1
1339.92381,1.474,24.2,0.806,6.2,0.2,0.4,0,0.4,0,0,0,0
1724.852381,1.449,21.3,0.706,4.9,0.1,0,0.2,0.3,0.4,0,0,0
1257.328095,1.85,27.1,0.664,9.1,0.1,0.6,0,0,0.3,0,0,0
2185.938095,1.286,19.2,0.738,3.6,0.2,0,0.3,0.4,0.1,0,0,0
396.8638333,1.149,26.3,1.045,2.9,0,0,0,0.6,0.1,0,0.3,0
1229.842857,1.681,29,0.702,7.4,0.3,0.1,0,0,0.5,0.1,0,0
1272.912143,1.083,20.6,0.952,2.6,0,0,0,0.9,0.1,0,0,0
1291.947857,1.854,26.6,0.634,8.6,0,0.3,0,0,0.7,0,0,0
792.8642857,1.455,30.4,0.909,4,0.1,0,0,0.4,0.2,0,0,0.3
889.4542857,1.672,25,0.694,7,0,0.1,0,0.2,0.7,0,0,0
1312.271429,1.678,22.5,0.612,6.9,0.1,0.4,0.3,0,0.2,0,0,0
3769.509524,1.49,20.1,0.6,5.3,0.5,0.1,0.4,0,0,0,0,0
649.1371429,1.423,17.3,0.598,4.1,0.1,0.2,0.6,0.1,0,0,0,0
565.9447619,1.259,24,0.929,4.2,0.1,0.2,0,0.6,0,0,0.1,0
567.7361905,1.35,36.6,1.17,4.2,0,0.1,0,0,0.1,0,0.8,0
1406.02381,1.576,30.6,0.742,6.2,0.2,0,0.1,0,0.5,0.2,0,0
554.4404762,1.517,23.9,0.664,5.5,0.2,0.3,0.4,0,0,0.1,0,0
1368.830952,1.7,29.6,0.808,8,0.2,0.6,0,0,0,0,0.2,0
843.7042857,1.361,20.4,0.622,3.6,0.3,0,0.6,0,0,0.1,0,0
950.3690476,1.72,30.3,0.784,7.7,0.3,0.5,0,0,0,0,0.1,0.1
1287.97619,1.489,39.5,0.926,5.1,0.4,0,0,0,0.1,0.3,0,0.2
637.4604762,1.276,27.9,0.794,3.1,0,0.1,0.5,0.1,0,0.3,0,0
1343.442857,1.529,25.4,0.717,6.4,0.7,0.1,0.1,0,0,0,0.1,0
1797.614286,1.486,18.7,0.568,4.7,0.3,0,0.5,0,0.2,0,0,0
915.062381,1.706,43.3,1.014,3.9,0.1,0,0,0,0.1,0,0.1,0.7
688.0928571,1.797,27.5,0.669,7.5,0,0.3,0.1,0,0.5,0,0,0.1
17.63804762,1.102,33.2,1.002,2.4,0,0,0.2,0.4,0,0.4,0,0
467.5821429,1.268,21.3,0.848,4.1,0.1,0.2,0.1,0.6,0,0,0,0
1875.169048,1.541,28.5,0.732,6.9,0.8,0.1,0,0,0,0.1,0,0
1558.428571,1.447,30.4,0.936,5.2,0.2,0,0,0.1,0.3,0,0.4,0
374.7738095,1.862,26.8,0.642,8.8,0,0.4,0,0,0.6,0,0,0
507.6128571,1.433,37.7,0.958,5.3,0.2,0,0,0,0.3,0.3,0.2,0
1747.2,1.562,31.8,0.93,6.6,0.2,0.4,0,0,0,0,0.4,0
1153.858571,1.533,21.6,0.637,5,0.1,0,0.4,0,0.4,0,0.1,0
2023.219048,1.725,28,0.737,8.2,0.3,0.5,0,0,0.1,0,0.1,0
1388.419048,1.783,26.9,0.718,8.9,0.1,0.8,0,0.1,0,0,0,0
1177.702381,1.633,25.7,0.681,6.5,0.4,0.3,0.2,0,0,0,0,0.1
1013.89619,1.193,52.3,1.215,3.7,0,0.1,0,0,0,0.8,0.1,0
2563.714286,1.248,22.1,0.856,4.1,0.3,0,0,0.6,0.1,0,0,0
577.0314286,1.623,36.2,0.854,7.4,0.1,0.5,0,0,0.1,0.3,0,0
969.9538095,1.566,30.6,0.906,6.2,0,0.4,0.1,0,0.1,0,0.4,0
674.9938095,1.152,25.4,1.001,2.8,0.1,0,0.1,0.5,0,0,0.3,0
656.8485714,1.806,44.8,1.002,4.4,0,0.2,0,0,0,0,0,0.8
1741.283333,1.65,25.7,0.668,7.7,0.7,0.2,0,0,0.1,0,0,0
882.2142857,1.761,29.8,0.714,8.2,0.1,0.4,0,0,0.4,0.1,0,0
1065.019048,1.45,23.6,0.782,5.6,0.2,0.1,0,0.4,0.3,0,0,0
1571.3,1.242,25.5,0.926,2.7,0.1,0,0.1,0.6,0,0,0,0.2
1005.210952,1.457,21.5,0.663,4.9,0.4,0.1,0.4,0,0,0,0.1,0
1908.753333,1.421,22,0.642,4.4,0.3,0.1,0.5,0,0,0.1,0,0
1801.6,1.633,32.4,0.812,7.2,0,0.4,0,0.1,0.3,0.2,0,0
539.6109524,1.757,27.6,0.701,7.8,0.1,0.2,0,0,0.6,0,0.1,0
1714.761905,1.384,32.3,1.018,4.3,0.1,0,0.1,0,0.2,0,0.6,0
414.5561905,1.594,35.6,0.912,6.8,0,0.4,0,0,0.2,0.2,0.2,0
439.19,1.449,27.3,0.852,5.7,0,0.3,0,0.4,0.2,0.1,0,0
1463.866667,1.213,22.3,0.804,3.1,0.2,0,0.3,0.4,0,0.1,0,0
1473.509524,1.648,32,0.807,5.6,0.3,0,0,0.1,0.3,0,0,0.3
942.143419,1.424,31.9,0.822,4.7,0,0,0.2,0.1,0.4,0.3,0,0
384.5761905,1.417,26.6,0.756,4.6,0,0.3,0.4,0.1,0,0.2,0,0
1447.87619,1.581,24.3,0.66,5.9,0,0.4,0.4,0,0.1,0.1,0,0
1473.418095,1.645,29.1,0.84,7.5,0.1,0.6,0,0.1,0,0,0.2,0
1461.231905,1.505,24.9,0.68,5.7,0.4,0.2,0.3,0,0,0.1,0,0
272.1514286,1.5,42.9,0.974,4.9,0.1,0,0,0,0.3,0.4,0,0.2
1791.855714,1.569,24.5,0.746,6.5,0.1,0.2,0,0.3,0.4,0,0,0
695.085,1.716,39.5,0.91,4.7,0.3,0,0,0,0.1,0,0,0.6
1279.434524,1.266,26,0.892,4.4,0.3,0.1,0,0.5,0,0.1,0,0
225.0614286,1.672,32.5,0.764,7.3,0.1,0.2,0,0,0.5,0.2,0,0
535.5104762,1.314,36.3,1.168,3.9,0.1,0,0,0,0.1,0,0.8,0
1344.790476,1.61,20.7,0.584,5.9,0.1,0.2,0.4,0,0.3,0,0,0
706.0233333,1.306,40.8,1.004,4.8,0.3,0.1,0,0.1,0,0.5,0,0
1356.914286,1.568,28.9,0.768,6.3,0.7,0,0,0,0.1,0,0.1,0.1
446.6752381,1.265,22.2,0.892,4.2,0,0.2,0,0.7,0.1,0,0,0
1353.119048,1.717,28.6,0.719,7.8,0.5,0.4,0,0,0,0,0,0.1
1179.27581,1.448,21.6,0.688,4,0,0,0.5,0,0.3,0,0.2,0
1124.12619,1.678,27.7,0.777,7.9,0.2,0.6,0,0.1,0,0,0.1,0
600.6142857,1.392,29.2,0.974,4.8,0,0.3,0.1,0.2,0,0,0.4,0
421.5971429,1.215,40,1.034,4,0.3,0,0,0.2,0,0.5,0,0
252.4304762,1.635,35.9,0.832,7.1,0,0.3,0,0,0.4,0.3,0,0
790.2497619,1.338,26.6,0.896,5,0.1,0.3,0,0.5,0,0.1,0,0
1472.047619,1.822,27,0.67,9,0.2,0.6,0,0,0.2,0,0,0
466.9652381,1.447,23.8,0.832,5.8,0,0.4,0,0.5,0.1,0,0,0
373.6795238,1.713,25.7,0.703,7.5,0,0.6,0.2,0,0.1,0,0.1,0
1595,1.334,21.8,0.774,4.6,0.4,0,0.1,0.4,0.1,0,0,0
1074.352857,1.655,32.5,0.795,6.1,0.6,0.1,0,0,0,0,0,0.3
1840.590476,1.79,26.2,0.638,8.2,0.2,0.2,0,0,0.6,0,0,0
1834.319048,1.611,23.7,0.654,6.5,0.3,0,0.1,0.1,0.5,0,0,0
1983.380952,1.526,20.4,0.602,5.6,0.4,0.2,0.4,0,0,0,0,0
879.0421429,1.311,20.2,0.776,3.8,0,0,0.2,0.5,0.3,0,0,0
632.5804762,1.438,27.2,0.858,4.4,0,0.1,0.3,0,0.2,0,0.4,0
1646.67619,1.628,29,0.804,7.4,0.4,0.4,0,0,0,0,0.2,0
1094.677143,1.781,29.7,0.7,8.1,0,0.3,0,0,0.6,0.1,0,0
2145.619048,1.42,21.5,0.692,5.1,0.5,0,0.2,0.2,0.1,0,0,0
802.0204762,1.355,15.5,0.57,3.1,0.1,0,0.7,0.1,0.1,0,0,0
1251.195238,1.421,40.3,0.945,5.1,0.4,0,0,0,0.1,0.4,0,0.1
1214.039762,1.543,29.7,0.849,6.3,0.4,0.1,0,0,0.2,0,0.3,0
651.4504762,1.651,34.4,0.795,6.4,0.1,0,0,0,0.6,0.2,0,0.1
712.0238095,1.503,28.9,0.852,5.3,0.3,0.2,0,0.3,0,0,0,0.2
960.1319048,1.28,29.5,0.994,3.1,0.1,0,0.3,0,0,0,0.6,0
1671.569048,1.288,21.2,0.834,4,0,0.1,0.1,0.6,0.2,0,0,0
13.6517619,1.351,33.7,1.081,3.9,0,0,0.1,0,0.2,0,0.7,0
968.042381,1.545,31.4,0.792,6.2,0.2,0,0,0.1,0.5,0.2,0,0
456.5271429,1.646,36.7,0.842,5.9,0.1,0,0,0,0.5,0.2,0,0.2
2334.295238,1.39,22,0.711,4.6,0.5,0,0.3,0.1,0,0,0.1,0
1258.92381,1.721,37.2,0.863,5.2,0.3,0,0,0,0.2,0,0,0.5
1156.798333,1.437,41.4,0.946,5.4,0.1,0,0,0,0.4,0.5,0,0
933.9678571,1.19,25.1,0.99,3.5,0.1,0.1,0,0.6,0,0,0.2,0
949.9488643,1.072,22.1,0.918,2.1,0,0,0.2,0.7,0,0.1,0,0
518.0461905,1.712,38.4,0.96,5.6,0,0.3,0,0,0.1,0,0.2,0.4
814.8871429,1.39,34.4,0.846,4.4,0,0.1,0.3,0,0.2,0.4,0,0
2293.295238,1.582,28.4,0.864,6.8,0,0.5,0,0.2,0.1,0,0.2,0
1617.190476,1.678,23.2,0.606,6.8,0.2,0.1,0.2,0,0.5,0,0,0
793.2857143,1.332,22.4,0.838,4.4,0,0,0,0.6,0.4,0,0,0
775.3116667,1.232,41.6,0.994,3.6,0.2,0,0.2,0,0,0.6,0,0
1634.07619,1.676,25.7,0.732,7.7,0.1,0.5,0,0.2,0.2,0,0,0
1429.344524,1.463,28.2,0.843,5.6,0.5,0.1,0.1,0,0,0,0.3,0
1232.485714,1.403,23.3,0.822,5.3,0.1,0.2,0,0.5,0.2,0,0,0
402.2204762,1.705,25.5,0.695,7.3,0,0.5,0.2,0,0.2,0,0.1,0
2062.985714,1.507,20.9,0.63,5.3,0.3,0,0.3,0.1,0.3,0,0,0
595.9404762,1.277,16,0.66,2.8,0,0.1,0.6,0.3,0,0,0,0
982.1871429,1.462,38.3,0.9,5.9,0.3,0.1,0,0,0.2,0.4,0,0
1777.809524,1.297,24.4,0.861,4.6,0.5,0,0,0.4,0,0,0.1,0
1362.457143,1.483,33.8,0.831,5.8,0.7,0,0,0,0,0.2,0,0.1
1147.990476,1.556,29.9,0.775,6.5,0.5,0,0,0,0.3,0.1,0.1,0
906.8828571,1.752,31.8,0.801,8.4,0,0.7,0,0,0.1,0.1,0.1,0
1447.942857,1.656,28.8,0.716,6,0.4,0,0.1,0,0.3,0,0,0.2
694.2552381,1.672,26.6,0.676,5.4,0,0.1,0.3,0,0.4,0,0,0.2
299.3080952,1.473,41.7,0.948,5.7,0,0.1,0,0,0.4,0.5,0,0
1266.424048,1.33,31.5,1.017,4.5,0.4,0,0,0.1,0,0,0.5,0
951.2871429,1.772,30.6,0.724,7,0.2,0.1,0,0,0.5,0,0,0.2
919.9180952,1.499,34.9,0.832,6.1,0.4,0,0,0,0.3,0.3,0,0
666.162381,1.753,29.6,0.706,8,0.1,0.3,0,0,0.5,0.1,0,0
1243.195238,1.333,38.6,0.922,4.2,0.1,0,0.2,0,0.2,0.5,0,0
1151.166667,1.838,27.4,0.686,9.4,0.2,0.8,0,0,0,0,0,0
2129.283333,1.778,25.8,0.666,8.6,0.2,0.7,0.1,0,0,0,0,0
1026.054762,1.293,17.1,0.67,3.1,0.1,0,0.5,0.3,0.1,0,0,0
1636.866667,1.598,21.7,0.6,6.1,0.3,0.1,0.3,0,0.3,0,0,0
1389.621429,1.542,18.9,0.556,4.9,0.1,0,0.5,0,0.4,0,0,0
803.3804762,1.599,21.4,0.62,5.8,0,0.1,0.3,0.1,0.5,0,0,0
2241.07619,1.257,35.9,0.892,3.1,0,0,0.4,0,0.1,0.5,0,0
