J.uAcm2_0.63_initialCA,¦Ö,Ne,r£¨2+£©,VNe,Mn,Ni,Mg,Ca,Fe,La,Y,In
122.6452381,1.439,28.5,0.787,4.7,0,0.3,0.4,0,0,0.2,0.1,0
677.3057143,1.312,22.5,0.803,3.1,0,0.1,0.5,0.1,0,0,0.3,0
357.8757143,1.347,44.5,1.034,3.7,0.2,0,0.1,0,0,0.5,0,0.2
236.0119048,1.51,28.6,0.852,4.8,0,0.3,0.3,0,0,0,0.3,0.1
266.7584048,1.468,24.1,0.781,5.1,0,0,0.1,0.3,0.5,0,0.1,0
299.3590476,1.694,42.8,1.046,4.4,0,0.2,0,0,0,0,0.2,0.6
281.5790476,1.561,35,0.894,2.6,0,0,0.3,0.1,0,0,0,0.6
270.963869,1.597,31.9,0.797,3.1,0,0,0.4,0,0.1,0,0,0.5
628.6111905,1.331,44.4,1.1,4.8,0.1,0.2,0,0,0,0.5,0.2,0
437.692381,1.413,36.8,0.896,4,0.3,0,0.2,0,0,0.3,0,0.2
212.6280952,1.61,32.4,0.805,4.8,0,0.3,0.3,0,0,0.1,0,0.3
413.1819048,1.388,39.4,1.043,5.2,0.2,0.2,0,0,0,0.3,0.3,0
359.2323262,1.362,42.8,1.131,4,0,0,0,0,0.2,0.3,0.4,0.1
193.1542857,1.509,26.3,0.825,5.5,0,0.2,0,0.4,0.3,0,0,0.1
230.6483667,1.479,42.5,1.04,4.5,0,0,0,0,0.3,0.3,0.2,0.2
624.9428571,1.519,35.2,0.958,6.4,0,0.5,0,0.1,0,0.2,0.2,0
235.8390476,1.46,34.3,1.054,5.5,0.1,0.3,0,0,0,0,0.6,0
326.4604762,1.552,41,0.954,4.6,0.4,0,0,0,0,0.2,0,0.4
304.5642857,1.204,43.3,1.128,3.7,0.2,0,0,0.1,0,0.5,0.2,0
390.7566667,1.497,30.7,0.891,4.1,0,0.2,0.3,0,0,0,0.3,0.2
497.9552381,1.167,30.2,1.081,3.2,0,0.1,0,0.5,0,0.1,0.3,0
275.5147619,1.727,35.7,0.837,7.7,0,0.6,0,0,0.1,0.2,0,0.1
625.8342857,1.4,43.3,1.039,5.5,0.1,0.3,0,0,0,0.5,0.1,0
948.2314286,1.535,21,0.624,5.4,0.2,0,0.3,0.1,0.4,0,0,0
756.0771429,1.466,36.4,1.024,3.6,0.2,0,0,0.2,0,0,0.2,0.4
476.7419048,1.514,41.6,1.109,4.4,0,0.2,0,0,0,0.1,0.4,0.3
225.2138571,1.569,35.3,0.93,5.5,0,0,0,0,0.5,0.1,0.3,0.1
289.0609524,1.399,45.9,1.046,4.3,0.2,0,0,0,0.1,0.5,0,0.2
285.9668929,1.206,45.3,1.235,2.9,0,0,0,0.1,0,0.4,0.4,0.1
864.8314286,1.73,29.9,0.77,8.3,0,0.7,0,0.1,0.1,0.1,0,0
312.032781,1.32,41.8,1.166,2.8,0,0,0,0.2,0,0.2,0.3,0.3
714.0371429,1.263,32.8,1.046,4,0.3,0,0,0.2,0,0.1,0.4,0
751.0547619,1.511,46.4,1.089,3.6,0,0.1,0,0.1,0,0.3,0,0.5
601.3438095,1.401,34.5,0.862,3.3,0,0.1,0.4,0,0,0.3,0,0.2
382.1795238,1.637,39.5,0.919,5.9,0.2,0.3,0,0,0,0.2,0,0.3
694.6261905,1.497,39.7,0.934,5.3,0.4,0.1,0,0,0,0.3,0,0.2
462.68,1.274,49.4,1.157,4.4,0,0.2,0,0,0,0.7,0.1,0
452.2852381,1.04,34.8,1.102,2.4,0,0,0,0.6,0,0.4,0,0
237.7820238,1.098,30.3,1.055,2.3,0,0,0,0.7,0,0.2,0,0.1
20.71519048,1.208,39.8,1.21,2.8,0,0,0,0.2,0,0.2,0.5,0.1
349.0719048,1.399,37.1,1.098,4.7,0,0.1,0,0,0.2,0.1,0.6,0
172.2303571,1.15,43.3,1.17,2.7,0,0,0,0.3,0,0.5,0.1,0.1
403.4085714,1.568,26.7,0.841,6.9,0,0.6,0,0.3,0,0,0.1,0
14.55847619,1.268,21,0.646,2.2,0,0,0.8,0,0,0.2,0,0
324.7413048,1.499,36.6,0.994,2.6,0,0,0.1,0.3,0,0,0,0.6
218.7345,1.241,24.2,0.926,3.4,0,0,0.1,0.5,0.2,0,0.2,0
328.2595238,1.287,33.1,0.968,4.3,0,0.1,0,0.4,0.2,0.3,0,0
589.752381,1.45,22.9,0.788,5.7,0.1,0.4,0.1,0.4,0,0,0,0
200.8028571,1.769,39.1,0.896,6.3,0,0.4,0,0,0.1,0.1,0,0.4
355.7884524,1.36,31,1,3.8,0,0,0.2,0,0.2,0,0.6,0
495.975619,1.721,25.5,0.633,6.3,0,0,0.2,0,0.7,0,0,0.1
493.7085714,1.453,38.5,0.921,4.9,0,0.3,0.2,0,0,0.4,0,0.1
188.0961905,1.55,30.8,0.785,4,0,0.2,0.4,0,0,0.1,0,0.3
844.1502381,1.532,26.4,0.839,6.6,0.1,0.5,0,0.3,0,0,0.1,0
381.0019048,1.334,40.4,1.172,4.4,0,0.2,0,0,0,0.2,0.6,0
379.5683333,1.397,49.9,1.158,3.7,0,0.1,0,0,0,0.5,0.1,0.3
301.972619,1.398,38.2,1.13,3.8,0.2,0,0,0,0,0,0.6,0.2
478.267619,1.29,35.6,1.023,4,0,0.2,0,0.4,0,0.3,0,0.1
331.4619048,1.392,31.5,0.95,3.1,0.1,0,0.3,0,0,0,0.4,0.2
189.512619,1.296,27.1,0.917,2.3,0,0,0.2,0.5,0,0,0,0.3
408.3971429,1.426,28.2,0.874,4.6,0.2,0,0.2,0,0.2,0,0.4,0
441.072381,1.334,28.5,0.865,3.9,0.3,0,0.3,0,0,0.1,0.3,0
174.6760714,1.359,31.3,1.031,4.3,0,0,0,0.2,0.3,0,0.5,0
553.3109524,1.521,36.9,0.992,4.1,0.3,0,0,0.1,0,0,0.2,0.4
220.19,1.78,49,1.08,3,0,0,0,0,0,0,0,1
928.5440476,1.712,28.6,0.792,7.8,0,0.7,0.1,0,0,0,0.2,0
1679.090476,1.24,27.1,1.015,3.7,0,0.1,0,0.5,0.1,0,0.3,0
142.8119714,1.503,38.9,1.046,4.5,0,0,0,0,0.3,0.1,0.4,0.2
591.6252381,1.482,40.9,0.991,5.7,0,0.4,0,0.1,0,0.4,0,0.1
930.609,1.211,24.7,0.945,2.9,0,0,0.2,0.4,0.1,0,0.3,0
368.2566667,1.233,28.2,1.007,2.8,0.1,0,0,0.6,0,0,0.1,0.2
500.6633333,1.326,23.5,0.881,4.5,0,0.3,0.1,0.5,0,0,0.1,0
309.1652381,1.424,41.2,1.02,5.2,0,0.1,0,0,0.3,0.4,0.2,0
202.2133333,1.754,34.2,0.82,6,0,0,0,0,0.6,0,0.1,0.3
182.327619,1.371,23.4,0.778,3,0,0.1,0.4,0.3,0,0,0,0.2
194.1870238,1.109,22.1,0.949,2.1,0,0,0.1,0.8,0,0,0,0.1
308.5014286,1.695,30.1,0.789,6.3,0,0.5,0.2,0,0,0,0.1,0.2
246.6185714,1.329,45,1.184,3.4,0.1,0,0,0,0,0.3,0.4,0.2
343.0985714,1.253,43.3,1.23,3.7,0,0.1,0,0,0,0.3,0.6,0
560.4238095,1.496,23.5,0.73,5.1,0.1,0.3,0.4,0,0,0,0.2,0
394.0014286,1.572,37.6,0.899,3.6,0.2,0,0.2,0,0,0.1,0,0.5
300.0717381,1.265,27.9,0.967,2.3,0,0,0.1,0.6,0,0,0,0.3
538.6819048,1.336,30.5,0.972,3.1,0.1,0,0.3,0,0,0,0.5,0.1
645.1018619,1.385,23.5,0.819,4.5,0,0,0.1,0.4,0.4,0,0.1,0
462.2682381,1.306,49.1,1.188,2.9,0,0,0,0.1,0,0.5,0.1,0.3
289.7628571,1.297,45.1,1.118,3.5,0,0.1,0,0.2,0,0.5,0,0.2
512.5314286,1.467,37.1,1.069,4.5,0.2,0.1,0,0,0,0,0.5,0.2
11.9033381,1.218,42.5,1.151,2.7,0,0,0,0.3,0,0.4,0.1,0.2
152.8483571,1.514,31.3,0.835,2.5,0,0,0.4,0.1,0,0,0,0.5
212.3490476,1.537,32.1,0.843,3.5,0.2,0,0.3,0,0,0,0.1,0.4
153.7242857,1.226,40.3,1.147,3.3,0.1,0,0.1,0,0,0.3,0.5,0
196.7369762,1.433,28.5,0.829,2.5,0,0,0.5,0,0,0,0.2,0.3
427.1147619,1.501,32.6,0.822,3,0.1,0,0.4,0,0,0.1,0,0.4
383.9342857,1.268,31.3,0.991,3.1,0.1,0,0.3,0,0,0.1,0.5,0
950.8590476,1.181,48.4,1.219,3.4,0.1,0,0,0,0,0.6,0.3,0
499.5190476,1.256,33.1,0.988,3.1,0.1,0,0.3,0,0,0.2,0.4,0
460.2242857,1.579,45.6,1.07,3.6,0,0.1,0,0.1,0,0.2,0,0.6
415.7105452,1.02,27.4,1.046,2.2,0,0,0,0.8,0,0.2,0,0
406.8347619,1.156,25.8,1.008,2.2,0,0,0,0.8,0,0,0,0.2
291.9290476,1.415,43.7,1.015,3.7,0.2,0,0.1,0,0,0.4,0,0.3
258.7228571,1.539,45.7,1.031,4.9,0,0.2,0,0,0.1,0.4,0,0.3
349.1977357,1.16,47,1.198,2.8,0,0,0,0.2,0,0.6,0.1,0.1
833.7728571,1.546,40.3,1.053,2.7,0,0,0,0.3,0,0,0,0.7
563.6703976,1.308,43.6,1.163,2.8,0,0,0,0.2,0,0.3,0.2,0.3
507.2609524,1.283,45.9,1.095,4.5,0.2,0.1,0,0,0,0.6,0.1,0
605.542381,1.232,31.8,0.97,2.6,0,0,0.4,0,0,0.2,0.4,0
404.2290476,1.75,43.8,1.024,4.4,0,0.2,0,0,0,0,0.1,0.7
578.2933333,1.449,35.6,0.974,4.8,0,0.3,0,0.3,0,0.2,0,0.2
179.3757143,1.412,36.6,1.03,5,0,0.3,0.1,0,0,0.2,0.4,0
125.9452667,1.341,32.9,0.842,2.5,0,0,0.5,0,0,0.3,0,0.2
689.6857143,1.17,43.2,1.094,3.6,0.2,0,0,0.2,0,0.6,0,0
706.7604762,1.299,32.9,1.013,2.9,0.1,0,0,0.5,0,0.1,0,0.3
335.8752381,1.257,31.3,1.093,3.3,0,0.1,0,0.4,0,0,0.4,0.1
113.8608095,1.247,41.5,1.062,3.5,0,0.1,0.2,0,0,0.5,0.2,0
288.0011429,1.334,21.8,0.776,3.4,0,0,0.4,0.2,0.2,0,0.2,0
213.409331,1.374,41,1.134,4,0,0,0,0,0.2,0.2,0.5,0.1
388.4661905,1.516,25,0.687,4.6,0,0.3,0.5,0,0,0.1,0,0.1
407.5990476,1.389,35.5,0.878,3.5,0.2,0,0.3,0,0,0.3,0,0.2
263.9466667,1.454,39.2,1.108,3.8,0.2,0,0,0,0,0,0.5,0.3
832.83975,1.356,23.7,0.807,3.5,0,0,0.4,0.1,0.2,0,0.3,0
1048.151905,1.303,25.2,0.884,3.2,0,0.1,0.4,0.1,0,0,0.4,0
685.5950714,1.341,24.6,0.72,3.4,0,0,0.5,0.1,0.2,0.2,0,0
157.007619,1.777,26.9,0.689,7.7,0,0.7,0.2,0,0,0,0,0.1
423.847881,1.355,24,0.838,4,0,0,0.2,0.3,0.3,0,0.2,0
331.1547619,1.521,44.4,1.124,3.4,0.1,0,0,0,0,0.1,0.3,0.5
845.9742857,1.262,31.3,0.949,4.3,0.4,0,0,0.3,0,0.2,0.1,0
528.7454762,1.718,36.6,0.861,6.6,0.2,0.4,0,0,0,0.1,0,0.3
182.3759524,1.409,42.4,1.168,3.4,0.1,0,0,0,0,0.1,0.5,0.3
199.907619,1.623,42.7,0.981,4.3,0,0.2,0.1,0,0,0.2,0,0.5
216.022381,1.472,37.2,0.963,5.6,0,0.4,0,0.2,0,0.3,0,0.1
139.2961905,1.331,27.9,0.985,4.5,0,0.2,0,0.4,0.1,0,0.3,0
330.5119048,1.277,47.7,1.194,3.5,0,0,0,0,0.1,0.5,0.3,0.1
315.6328571,1.378,37.5,1.154,4.1,0.1,0.1,0,0,0,0,0.7,0.1
319.8945,1.285,31.9,0.864,2.5,0,0,0.5,0,0,0.3,0.1,0.1
163.7399167,1.162,41.5,1.173,2.7,0,0,0,0.3,0,0.4,0.2,0.1
333.0480952,1.638,41.8,1.068,4.4,0,0.2,0,0,0,0,0.3,0.5
295.2485238,1.285,37.3,1.197,2.9,0,0,0.1,0,0,0,0.8,0.1
71.82564286,1.469,47.1,1.134,3.5,0,0,0,0,0.1,0.3,0.2,0.4
899.6884048,1.202,27.4,1.026,3,0,0,0.1,0.4,0.1,0,0.4,0
440.9001667,1.186,37.9,1.179,2.7,0,0,0,0.3,0,0.2,0.4,0.1
187.9797619,1.331,45.9,1.075,4.5,0,0,0,0,0.3,0.6,0.1,0
957.2652381,1.168,23.2,0.959,3.4,0.1,0.1,0,0.7,0,0,0.1,0
250.7872143,1.484,40.2,0.993,5,0,0,0,0,0.4,0.3,0.2,0.1
387.6742619,1.376,26.2,0.9,4.6,0,0,0,0.4,0.4,0,0.2,0
425.4945238,1.686,37.7,0.882,6.9,0.1,0.5,0,0,0,0.2,0,0.2
243.3942857,1.778,34.8,0.844,6.6,0,0.3,0,0,0.3,0,0.1,0.3
166.0490476,1.719,31.3,0.811,6.9,0,0.2,0,0,0.5,0,0.2,0.1
237.8399524,1.271,21.9,0.73,2.3,0,0,0.7,0,0,0.1,0.2,0
415.5885714,1.295,38.4,1.105,4.2,0.3,0,0,0,0,0.2,0.5,0
228.627619,1.496,34.6,1.056,5.8,0,0.4,0,0,0,0,0.6,0
259.1745714,1.515,37.1,1.049,4.5,0,0,0,0,0.3,0,0.5,0.2
478.8366667,1.686,38.5,0.934,5.7,0,0.4,0,0.1,0,0.1,0,0.4
481.6509524,1.123,26.4,1.019,3,0,0.1,0,0.7,0,0.1,0.1,0
243.6228571,1.79,37.2,0.865,7.2,0,0.6,0,0,0,0.1,0,0.3
193.1401071,1.363,23.2,0.77,2.8,0,0,0.4,0.3,0.1,0,0,0.2
352.9485714,1.164,36,1.148,2.6,0,0,0,0.4,0,0.2,0.3,0.1
312.89,1.451,30.1,0.949,4.7,0,0.3,0,0.4,0,0,0.1,0.2
263.5404762,1.388,42,1.234,3,0,0,0,0,0,0,0.7,0.3
774.8161905,1.195,46.8,1.19,3.6,0,0.1,0,0.1,0,0.6,0.2,0
239.2438095,1.49,28.4,0.784,3.4,0.2,0,0.4,0,0,0,0.1,0.3
335.8028333,1.586,23.5,0.659,5.1,0,0,0.3,0.1,0.5,0,0,0.1
379.4866667,1.223,39.4,1.063,3.2,0.1,0,0.2,0,0,0.4,0.3,0
397.4337119,1.132,30.4,1.089,2.4,0,0,0,0.6,0,0.1,0.2,0.1
475.0033333,1.443,24.7,0.725,3.3,0.2,0,0.5,0,0,0,0.1,0.2
589.5457143,1.311,31.1,1.016,2.9,0.1,0,0,0.5,0,0,0.1,0.3
278.1686286,1.252,42.6,1.185,2.8,0,0,0,0.2,0,0.3,0.3,0.2
847.9380952,1.175,39.4,1.134,3.4,0,0.1,0,0.3,0,0.4,0.2,0
412.092381,1.274,22.8,0.814,2.4,0,0,0.6,0,0,0,0.4,0
880.7361905,1.203,37.7,1,3.3,0,0.1,0.2,0.2,0,0.5,0,0
424.8642857,1.37,46.9,1.075,3.3,0.1,0,0.1,0,0,0.5,0,0.3
352.9095238,1.154,33.3,1.207,2.7,0,0,0,0.3,0,0,0.7,0
369.4447619,1.229,46.9,1.224,3.7,0,0.1,0,0,0,0.5,0.4,0
172.1794524,1.489,29.5,0.807,2.5,0,0,0.5,0,0,0,0.1,0.4
557.4052381,1.384,33.1,1.008,4.1,0.3,0,0.1,0,0,0,0.5,0.1
507.6971429,1.64,37,0.966,5.2,0,0.1,0,0,0.3,0,0.3,0.3
232.8113643,1.503,24.5,0.679,2.9,0,0,0.6,0,0.1,0,0,0.3
67.90357143,1.712,49.8,1.099,3,0,0,0,0,0,0.1,0,0.9
106.2563333,1.196,18.9,0.718,2.1,0,0,0.6,0.3,0,0.1,0,0
642.8557143,1.432,37.3,1.077,3.7,0.2,0,0,0.1,0,0,0.4,0.3
348.7942857,1.304,20.5,0.667,2.7,0.1,0,0.7,0,0,0.1,0.1,0
158.1726905,1.622,27.1,0.702,6.3,0,0,0.1,0.1,0.7,0.1,0,0
451.5035357,1.222,31.5,1.101,2.5,0,0,0,0.5,0,0,0.3,0.2
584.1109524,1.366,33.1,0.837,3.9,0.3,0,0.3,0,0,0.3,0,0.1
185.0235238,1.306,41.8,1.153,4,0,0,0,0,0.2,0.3,0.5,0
568.9342857,1.388,33.5,1.015,3.5,0.2,0,0,0.3,0,0,0.2,0.3
439.1561905,1.32,46.7,1.107,4.3,0,0.2,0,0.1,0,0.6,0,0.1
464.7380952,1.318,30.5,0.801,2.9,0.1,0,0.5,0,0,0.3,0,0.1
288.1714762,1.79,44.4,0.986,4,0,0,0,0,0.2,0,0,0.8
11.50967143,1.269,49.1,1.157,2.9,0,0,0.1,0,0,0.6,0.1,0.2
406.0238095,1.782,24.6,0.642,8.2,0,0.7,0.2,0,0.1,0,0,0
278.6990476,1.412,20.6,0.692,3.8,0,0.2,0.6,0,0,0,0.2,0
38.00792857,1.465,41.5,0.94,5.5,0,0,0,0,0.5,0.5,0,0
489.4661905,1.515,41.3,1.067,5.1,0,0.3,0,0,0,0.2,0.3,0.2
171.4967857,1.638,24.9,0.671,5.7,0,0,0.2,0.1,0.6,0,0,0.1
573.4230952,1.86,31.6,0.744,8,0,0.5,0,0,0.3,0,0,0.2
402.9295238,1.226,30,0.802,2.4,0,0,0.6,0,0,0.4,0,0
120.9360714,1.571,38.7,0.922,2.7,0,0,0.3,0,0,0.1,0,0.6
209.63,1.446,41.4,1.041,4.2,0,0.2,0,0.2,0,0.3,0,0.3
114.3476667,1.422,30,0.784,3.2,0,0.1,0.5,0,0,0.2,0,0.2
469.5738095,1.472,33.8,0.946,3.6,0.2,0,0.2,0,0,0,0.3,0.3
547.8333333,1.453,30.2,0.879,4.8,0.5,0,0,0.2,0,0,0.1,0.2
213.000581,1.737,30,0.742,6.4,0,0,0,0.1,0.7,0,0,0.2
315.2919048,1.692,40.8,0.939,5.2,0.2,0.2,0,0,0,0.1,0,0.5
449.8661905,1.525,39.1,1.067,3.5,0,0.1,0,0.2,0,0,0.2,0.5
179.3238095,1.214,47.8,1.137,3.6,0,0.1,0.1,0,0,0.7,0.1,0
380.6722071,1.669,24.1,0.621,5.7,0,0,0.3,0,0.6,0,0,0.1
268.3371429,1.513,40.1,0.941,5.7,0,0.4,0.1,0,0,0.4,0,0.1
503.7380952,1.417,31.7,0.945,4.5,0.4,0,0.1,0,0,0,0.4,0.1
248.4685167,1.55,26.6,0.756,4.6,0,0,0.2,0.2,0.4,0,0,0.2
862.3442857,1.55,40.1,0.972,5.7,0,0.4,0,0.1,0,0.3,0,0.2
263.5357143,1.582,33.2,0.891,6.2,0,0.1,0,0,0.5,0.1,0.3,0
734.0560476,1.503,30.6,0.924,5.4,0,0,0,0.1,0.5,0,0.4,0
14.5920619,1.549,23.5,0.628,5.1,0,0,0.4,0,0.5,0.1,0,0
291.0752381,1.337,34.3,0.961,4.5,0.4,0,0.1,0,0,0.2,0.3,0
282.1942857,1.211,41.2,1.06,3.2,0.1,0,0.2,0,0,0.5,0.2,0
233.3180952,1.565,33.5,0.995,6.5,0,0.5,0,0,0,0,0.5,0
354.8269286,1.825,28.3,0.657,7.5,0,0,0,0,0.9,0,0,0.1
303.1480952,1.409,48.1,1.161,3.7,0,0.1,0,0,0,0.4,0.2,0.3
688.9495238,1.353,41.4,1.19,3.4,0.1,0,0,0,0,0.1,0.6,0.2
146.3857857,1.176,18.2,0.802,2.6,0,0,0.3,0.6,0.1,0,0,0
355.5238095,1.546,46.2,1.081,4.4,0,0.2,0,0,0,0.3,0.1,0.4
414.2109524,1.334,13.3,0.508,2.5,0.1,0,0.9,0,0,0,0,0
27.77604762,1.33,23.8,0.792,2.4,0,0,0.6,0,0,0,0.3,0.1
982.5771429,1.307,48.8,1.146,3.6,0,0.1,0,0.1,0,0.6,0,0.2
120.2933333,1.708,28,0.75,7,0,0.6,0.2,0,0,0,0.1,0.1
184.9009524,1.595,33.4,0.817,6.4,0.1,0,0,0,0.6,0.2,0.1,0
507.8004762,1.199,34.8,1.053,3.2,0,0.1,0,0.5,0,0.3,0,0.1
203.5130952,1.372,53.8,1.194,3,0,0,0,0,0,0.6,0,0.4
252.372381,1.644,50.6,1.118,3,0,0,0,0,0,0.2,0,0.8
390.9123476,1.566,47.7,1.109,2.9,0,0,0,0.1,0,0.2,0,0.7
212.3114286,1.31,12,0.49,2,0,0,1,0,0,0,0,0
136.4465048,1.703,30.9,0.795,6.5,0,0,0,0,0.7,0,0.2,0.1
460.5204762,1.528,23.2,0.69,4.6,0,0.3,0.5,0,0,0,0.1,0.1
360.1245238,1.158,23.6,0.964,2.8,0,0,0.1,0.6,0.1,0,0.2,0
157.3303333,1.596,42.2,0.949,5,0,0,0,0,0.4,0.3,0,0.3
329.1333333,1.294,50.1,1.133,4.1,0.1,0.1,0,0,0,0.7,0,0.1
717.4874524,1.686,26.7,0.717,6.9,0,0,0,0.1,0.8,0,0.1,0
420.6638095,1.426,34,0.985,4,0,0.2,0,0.4,0,0.1,0,0.3
464.5690476,1.578,40.2,1.048,3.6,0,0.1,0.1,0,0,0,0.3,0.5
466.1004762,1.229,41.2,1.231,3.4,0.1,0,0,0,0,0.2,0.7,0
311.116381,1.243,23.6,0.864,2.4,0,0,0.5,0.1,0,0,0.4,0
398.0995238,1.673,34.9,0.909,5.7,0,0.4,0.1,0,0,0,0.2,0.3
122.0589048,1.524,35,0.863,2.6,0,0,0.4,0,0,0.1,0,0.5
45.01680952,1.415,23,0.8,5,0,0,0,0.5,0.5,0,0,0
785.5680952,1.303,33.5,0.984,4.7,0,0.3,0,0.4,0,0.3,0,0
214.8814286,1.589,49.3,1.098,3.7,0,0.1,0,0,0,0.3,0,0.6
147.6971429,1.625,36.3,0.908,5.5,0,0,0,0,0.5,0.1,0.2,0.2
398.3785714,1.594,31.4,0.894,6.2,0,0.1,0,0,0.5,0,0.4,0
554.7298333,1.276,39,1.191,2.8,0,0,0,0.2,0,0.1,0.5,0.2
308.0295238,1.432,32.4,0.994,4.2,0,0.2,0.2,0,0,0,0.5,0.1
342.037619,1.351,25.3,0.909,4.5,0,0.3,0,0.6,0,0,0,0.1
241.1395238,1.731,31.8,0.779,6.4,0.1,0,0,0,0.6,0,0.1,0.2
1095.340238,1.216,47.2,1.124,4,0.1,0.1,0,0.1,0,0.7,0,0
544.6455429,1.148,48.8,1.195,2.8,0,0,0,0.2,0,0.7,0,0.1
426.1204762,1.457,39.1,0.963,5.7,0,0.4,0.1,0,0,0.4,0.1,0
228.7548786,1.186,36.9,1.092,2.5,0,0,0,0.5,0,0.3,0,0.2
389.9538095,1.36,29.3,0.979,3.9,0,0.2,0,0.5,0,0,0.1,0.2
404.3831905,1.176,24.9,0.942,3.3,0,0,0,0.7,0.2,0.1,0,0
243.3985714,1.318,35.9,1.134,3.3,0.1,0,0.1,0,0,0,0.7,0.1
338.0433333,1.358,25.7,0.852,3.7,0.1,0.1,0.4,0,0,0,0.4,0
301.152381,1.228,47.2,1.266,3,0,0,0,0,0,0.4,0.5,0.1
387.0742857,1.454,28.9,0.763,2.9,0.1,0,0.5,0,0,0.1,0,0.3
415.6347619,1.77,44.5,1,4.1,0.1,0.1,0,0,0,0,0,0.8
334.1914286,1.454,16.5,0.548,4.1,0.1,0.2,0.7,0,0,0,0,0
376.5796905,1.234,28.7,1.017,2.3,0,0,0,0.7,0,0,0,0.3
145.6819048,1.324,19.7,0.719,2.9,0,0.1,0.5,0.3,0,0,0,0.1
271.62,1.528,34.8,0.924,3.6,0.2,0,0.2,0,0,0,0.2,0.4
161.6352357,1.597,46.9,1.059,2.9,0,0,0.1,0,0,0.2,0,0.7
294.8687,1.322,36.3,1.141,2.7,0,0,0,0.3,0,0,0.4,0.3
386.7814286,1.236,29.1,1.02,3.9,0,0.2,0,0.5,0,0.1,0.2,0
264.0080952,1.429,18.8,0.613,3.8,0.1,0,0.6,0,0.2,0,0.1,0
407.787619,1.149,42.8,1.16,3.2,0.1,0,0,0.2,0,0.5,0.2,0
256.7088333,1.717,25.9,0.667,6.9,0,0,0.1,0,0.8,0,0.1,0
257.84,1.521,50.1,1.117,3.7,0,0.1,0,0,0,0.4,0,0.5
358.4942857,1.474,46.4,1.058,3.6,0,0.1,0.1,0,0,0.4,0,0.4
522.2452381,1.127,40.9,1.129,3.1,0.1,0,0,0.3,0,0.5,0.1,0
522.4945,1.23,40.7,1.154,2.7,0,0,0,0.3,0,0.3,0.2,0.2
309.7289762,1.01,23.7,1.018,2.1,0,0,0,0.9,0,0.1,0,0
384.3804405,1.556,44,1.081,2.8,0,0,0,0.2,0,0.1,0,0.7
400.39,1.49,45.2,1.103,4.4,0,0.2,0,0,0,0.3,0.2,0.3
525.722119,1.299,32.3,1.069,3.3,0,0,0.2,0,0.1,0,0.7,0
237.20855,1.669,39.1,0.883,5.5,0,0,0,0,0.5,0.2,0,0.3
322.3666667,1.46,34.1,1.019,4.1,0,0.2,0,0.3,0,0,0.2,0.3
432.3335714,1.554,43,1.061,3.8,0.2,0,0,0,0,0.1,0.2,0.5
766.34,1.734,44.2,0.998,3.8,0.2,0,0,0,0,0,0,0.8
401.9593095,1.138,46.1,1.254,2.9,0,0,0,0.1,0,0.5,0.4,0
419.5414286,1.675,34.3,0.825,7.1,0,0.6,0.1,0,0,0.2,0,0.1
722.2552381,1.232,40.1,1.07,4.1,0,0.2,0,0.3,0,0.5,0,0
289.9678167,1.308,29.6,0.988,3.2,0,0,0.3,0,0.1,0,0.6,0
550.19255,1.481,28.7,0.893,5.3,0,0,0,0.2,0.5,0,0.3,0
504.6559524,1.347,31.6,1.053,4.6,0.1,0.2,0,0.2,0,0,0.5,0
189.217531,1.748,38.4,0.88,4.4,0,0,0.1,0,0.3,0,0,0.6
337.5109524,1.625,35.6,0.923,5.6,0.3,0.2,0,0,0,0,0.2,0.3
169.7561905,1.297,40.4,1.212,3.4,0.1,0,0,0,0,0.1,0.7,0.1
388.2690476,1.608,36.6,1.012,5.8,0,0.4,0,0,0,0,0.4,0.2
218.9547619,1.516,35.1,0.997,4.1,0,0.2,0,0.3,0,0,0.1,0.4
171.4347619,1.362,49.3,1.114,4.1,0.1,0.1,0,0,0,0.6,0,0.2
469.1647619,1.767,34.8,0.824,7.6,0.1,0.6,0,0,0,0.1,0,0.2
187.3471905,1.566,40.4,1.074,4,0,0,0,0,0.2,0,0.4,0.4
669.2985714,1.702,27.1,0.733,7.3,0,0.2,0,0.1,0.6,0,0.1,0
191.7437762,1.138,45.1,1.167,2.7,0,0,0,0.3,0,0.6,0,0.1
255.9928571,1.419,45.1,1.038,4.3,0,0.2,0.1,0,0,0.5,0,0.2
16.88333333,1.523,45.3,1.015,4.5,0,0,0,0,0.3,0.4,0,0.3
238.9380952,1.414,32.4,0.823,4,0,0.2,0.4,0,0,0.3,0,0.1
888.862381,1.147,48.3,1.185,3.3,0.1,0,0,0.1,0,0.7,0.1,0
181.377619,1.333,35.3,0.881,3.3,0,0.1,0.4,0,0,0.4,0,0.1
310.4735381,1.212,24.4,0.914,2.4,0,0,0.4,0.2,0,0,0.4,0
392.3690476,1.286,37,1.155,3.6,0,0.1,0.1,0,0,0.1,0.7,0
117.1011952,1.63,34,0.861,6,0,0,0,0,0.6,0.1,0.2,0.1
402.9037643,1.174,42,1.07,3.2,0,0,0.1,0.2,0.1,0.6,0,0
727.0447619,1.164,28.5,1.016,3.3,0.2,0,0,0.5,0,0.1,0.2,0
314.502381,1.826,25.8,0.646,8.6,0,0.6,0.1,0,0.3,0,0,0
